,EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
5620,5621,28,2,Yes,25.4,40,Salary,52832.0,57.73669908466819,Information Technology,Male,Married,2.0,22.0,Mail Check,Yes
5621,5622,59,9,Yes,54.23,40,Salary,112798.4,78.0,Human Resources,Male,Single,2.0,20.0,Mail Check,
5622,5623,39,5,No,84.13,40,Salary,174990.4,37.0,Manufacturing,Female,Married,6.0,14.9435790506562,Mail Check,Yes
5623,5624,34,1,No,30.34,40,Salary,63107.2,33.0,Information Technology,Female,Married,2.0,9.0,Direct Deposit,Yes
5624,5625,40,5,Yes,27.71,40,Salary,57636.8,57.7366990846682,Laboratory,Female,Married,5.0,9.0,Mail Check,Yes
5625,5626,53,9,Yes,38.7,40,Salary,80496.0,57.73669908466819,Human Resources,Male,Single,3.0,6.0,Mail Check,Yes
5626,5627,37,7,No,92.51,40,Salary,332420.8,57.7366990846682,Manufacturing,Female,Single,6.0,19.0,Mail Check,
5627,5628,47,11,No,33.89,40,Salary,70491.2,23.0,Sales,Male,Single,8.0,7.0,Mail Check,Yes
5628,5629,56,19,No,82.44,40,Salary,171475.2,97.0,Laboratory,Male,Married,3.0,7.0,Mail Check,Yes
5629,5630,47,12,Yes,83.53,40,Salary,173742.4,75.0,Human Resources,Female,Single,4.0,6.0,Mail Check,
5630,5631,29,4,Yes,24.78,40,Salary,51542.4,92.0,Marketing,Male,Divorced,1.0,5.0,Mail Check,Yes
5631,5632,36,6,No,32.74,40,Salary,68099.2,68.0,Manufacturing,Female,Divorced,2.0,13.0,Mail Check,Yes
5632,5633,60,20,No,54.17,40,Salary,112673.6,77.0,Research,Male,Single,4.219985164776942,17.0,Mail Check,
5633,5634,53,8,Yes,31.74,40,Salary,66033.2,88.0,Research,Male,Married,6.0,14.9435790506562,Mail Check,Yes
5634,5635,50,8,Yes,76.2,40,Salary,158496.0,81.0,Research,Female,Divorced,6.0,7.0,Mail Check,Yes
5635,5636,49,18,Yes,41.39,40,Salary,86091.2,57.73669908466819,Manufacturing,Male,Married,4.0,24.0,Mail Check,Yes
5636,5637,34,9,No,24.48,40,Salary,50928.4,57.73669908466819,Marketing,Male,Single,2.0,12.0,Mail Check,Yes
5637,5638,40,8,No,80.84,40,Salary,168147.2,57.73669908466819,Laboratory,Female,Divorced,3.0,24.0,Direct Deposit,Yes
5638,5639,61,11,No,41.8,40,Salary,86944.0,27.0,Sales,Female,Single,4.0,25.0,Mail Check,Yes
5639,5640,28,2,Yes,23.14,40,Salary,48131.2,33.0,Manufacturing,Male,Divorced,3.0,18.0,Mail Check,Yes
5640,5641,58,11,No,57.22,40,Salary,133017.6,65.0,Human Resources,Female,Divorced,1.0,25.0,Direct Deposit,Yes
5641,5642,51,19,No,44.95,40,Salary,93496.0,73.0,Information Technology,Male,Single,5.0,8.0,Mail Check,
5642,5643,46,7,Yes,36.42,40,Salary,75753.6,99.0,Research,Male,Single,5.0,25.0,Direct Deposit,Yes
5643,5644,47,8,Yes,80.64,40,Salary,167731.2,71.0,Healthcare,Female,Single,3.0,14.9435790506562,Mail Check,
5644,5645,48,13,No,58.97,40,Salary,122657.6,99.0,Human Resources,Male,Married,1.0,17.0,Mail Check,Yes
5645,5646,49,5,No,33.77,40,Salary,70241.6,83.0,Healthcare,Male,Single,3.0,13.0,Mail Check,Yes
5646,5647,51,19,No,78.09,40,Salary,162427.2,90.0,Research,Female,Married,6.0,14.9435790506562,Mail Check,Yes
5647,5648,35,10,No,30.5,40,Salary,122304.35966790037,97.0,Marketing,Male,Married,6.0,5.0,Mail Check,Yes
5648,5649,42,7,Yes,84.85,40,Salary,176488.0,45.0,Healthcare,Female,Single,4.0,19.0,Direct Deposit,
5649,5650,41,3,No,36.13,40,Salary,75150.4,73.0,Marketing,Male,Divorced,3.0,25.0,Direct Deposit,Yes
5650,5651,45,11,No,82.56,40,Salary,171724.8,24.0,Research,Male,Single,6.0,14.9435790506562,Mail Check,
5651,5652,61,19,No,40.54,40,Salary,84323.2,57.73669908466819,Human Resources,Female,Married,4.219985164776942,23.0,Mail Check,Yes
5652,5653,56,7,Yes,54.75,40,Salary,113880.0,95.0,Research,Male,Divorced,5.0,8.0,Mail Check,Yes
5653,5654,41,1,Yes,39.91,40,Salary,83012.8,46.0,Healthcare,Male,Married,3.0,14.9435790506562,Mail Check,Yes
5654,5655,55,9,Yes,95.01,40,Salary,337620.8,57.73669908466819,Information Technology,Female,Married,9.0,10.0,Mail Check,Yes
5655,5656,28,6,Yes,22.78,40,Salary,47382.4,60.0,Research,Male,Divorced,3.0,14.9435790506562,Mail Check,
5656,5657,32,8,Yes,23.73,40,Salary,49358.4,56.0,Information Technology,Female,Married,1.0,10.0,Direct Deposit,Yes
5657,5658,36,8,No,39.46,40,Salary,82076.8,98.0,Human Resources,Male,Divorced,3.0,25.0,Mail Check,Yes
5658,5659,40,10,No,69.24,40,Salary,144033.2,74.0,Human Resources,Male,Single,9.0,21.0,Mail Check,
5659,5660,59,10,Yes,42.63,40,Salary,88670.4,57.73669908466819,Research,Female,Married,2.0,18.0,Mail Check,Yes
5660,5661,44,7,No,91.02,40,Salary,289321.6,41.0,Healthcare,Female,Divorced,5.0,13.0,Mail Check,Yes
5661,5662,57,6,No,46.39,40,Salary,96491.2,53.0,Information Technology,Female,Single,3.0,13.0,Direct Deposit,
5662,5663,49,19,No,48.99,40,Salary,102899.2,62.0,Laboratory,Male,Married,6.0,22.0,Direct Deposit,Yes
5663,5664,61,9,No,82.03,40,Salary,170622.4,28.0,Manufacturing,Female,Divorced,9.0,20.0,Mail Check,Yes
5664,5665,61,18,Yes,55.8,40,Salary,116064.0,96.0,Manufacturing,Female,Single,4.219985164776942,6.0,Direct Deposit,
5665,5666,36,1,No,52.44,40,Salary,109075.2,90.0,Sales,Male,Divorced,2.0,19.0,Direct Deposit,Yes
5666,5667,48,11,No,60.03,40,Salary,124862.4,49.0,Research,Male,Divorced,4.219985164776942,14.9435790506562,Mail Check,Yes
5667,5668,38,2,No,95.14,40,Salary,337891.2,58.0,Marketing,Female,Married,2.0,13.0,Direct Deposit,Yes
5668,5669,41,9,No,55.6,40,Salary,115648.0,24.0,Laboratory,Male,Single,7.0,15.0,Direct Deposit,
5669,5670,31,2,No,28.76,40,Salary,39020.8,57.73669908466819,Laboratory,Male,Married,1.0,14.9435790506562,Mail Check,
5670,5671,52,16,No,81.96,40,Salary,170476.8,78.0,Research,Male,Married,9.0,8.0,Mail Check,Yes
5671,5672,39,4,Yes,78.66,40,Salary,163612.8,42.0,Manufacturing,Male,Divorced,3.0,14.9435790506562,Mail Check,Yes
5672,5673,43,6,Yes,59.44,40,Salary,123635.2,53.0,Human Resources,Male,Single,9.0,7.0,Mail Check,
5673,5674,32,1,No,28.57,40,Salary,38625.6,28.0,Human Resources,Female,Single,1.0,21.0,Direct Deposit,Yes
5674,5675,32,7,No,25.04,40,Salary,52083.2,57.7366990846682,Healthcare,Female,Divorced,2.0,9.0,Mail Check,Yes
5675,5676,61,10,No,93.08,40,Salary,333606.4,57.7366990846682,Healthcare,Female,Single,2.0,9.0,Mail Check,
5676,5677,43,2,No,59.09,40,Salary,122907.2,74.0,Research,Female,Single,5.0,20.0,Mail Check,
5677,5678,39,1,No,27.16,40,Salary,56492.8,39.0,Research,Female,Divorced,5.0,12.0,Mail Check,Yes
5678,5679,55,8,No,82.95,40,Salary,172536.0,85.0,Sales,Female,Married,4.0,23.0,Mail Check,Yes
5679,5680,57,12,No,35.55,40,Salary,73944.0,81.0,Human Resources,Female,Divorced,2.0,14.9435790506562,Mail Check,Yes
5680,5681,45,9,No,66.25,40,Salary,137800.0,21.0,Laboratory,Female,Divorced,6.0,14.9435790506562,Mail Check,Yes
5681,5682,44,9,No,51.34,40,Salary,106787.2,57.73669908466819,Human Resources,Female,Divorced,1.0,9.0,Mail Check,Yes
5682,5683,57,7,Yes,89.28,40,Salary,285702.4,84.0,Healthcare,Female,Divorced,4.0,17.0,Mail Check,Yes
5683,5684,58,17,Yes,40.94,40,Salary,85155.2,57.73669908466819,Sales,Female,Married,4.0,10.0,Mail Check,Yes
5684,5685,47,14,Yes,93.73,40,Salary,334958.4,96.0,Human Resources,Female,Married,6.0,24.0,Mail Check,Yes
5685,5686,46,20,Yes,71.23,40,Salary,148158.4,44.0,Research,Female,Divorced,6.0,6.0,Mail Check,Yes
5686,5687,49,5,No,56.17,40,Salary,116833.6,63.0,Healthcare,Male,Divorced,5.0,10.0,Mail Check,Yes
5687,5688,50,13,No,86.52,40,Salary,179961.6,50.0,Healthcare,Female,Married,7.0,14.9435790506562,Mail Check,Yes
5688,5689,42,2,Yes,87.22,40,Salary,281417.6,82.0,Human Resources,Female,Married,2.0,14.9435790506562,Mail Check,Yes
5689,5690,58,13,No,50.85,40,Salary,105768.0,21.0,Research,Female,Divorced,4.0,19.0,Mail Check,Yes
5690,5691,56,8,No,41.87,40,Salary,87089.6,84.0,Marketing,Female,Single,7.0,9.0,Mail Check,Yes
5691,5692,29,4,No,25.69,40,Salary,53435.2,95.0,Research,Female,Married,3.0,19.0,Mail Check,
5692,5693,52,7,No,78.6,40,Salary,163488.0,83.0,Laboratory,Female,Divorced,4.219985164776942,7.0,Direct Deposit,Yes
5693,5694,47,18,Yes,94.72,40,Salary,337017.6,57.7366990846682,Marketing,Male,Married,4.0,19.0,Mail Check,Yes
5694,5695,49,8,No,86.94,40,Salary,280835.2,27.0,Research,Female,Single,5.0,9.0,Mail Check,
5695,5696,52,11,Yes,39.09,40,Salary,81307.2,64.0,Human Resources,Male,Married,8.0,14.0,Mail Check,Yes
5696,5697,21,1,Yes,21.85,40,Salary,45448.0,73.0,Sales,Male,Married,3.0,22.0,Mail Check,
5697,5698,49,19,Yes,34.67,40,Salary,72113.6,22.0,Human Resources,Female,Single,8.0,6.0,Mail Check,Yes
5698,5699,56,13,Yes,54.85,40,Salary,114088.0,40.0,Information Technology,Male,Married,3.0,14.9435790506562,Mail Check,Yes
5699,5700,54,10,No,75.69,40,Salary,157435.2,55.0,Healthcare,Female,Divorced,9.0,22.0,Direct Deposit,Yes
5700,5701,50,9,Yes,56.67,40,Salary,117873.6,57.73669908466819,Information Technology,Female,Single,9.0,21.0,Mail Check,
5701,5702,46,5,No,41.08,40,Salary,85446.4,63.0,Human Resources,Female,Single,3.0,24.0,Mail Check,Yes
5702,5703,56,19,No,71.12,40,Salary,147929.6,62.0,Research,Female,Divorced,7.0,20.0,Mail Check,Yes
5703,5704,44,11,No,77.03,40,Salary,160222.4,57.73669908466819,Information Technology,Female,Married,8.0,23.0,Mail Check,Yes
5704,5705,39,1,Yes,71.84,40,Salary,149427.2,57.0,Research,Female,Married,3.0,16.0,Mail Check,Yes
5705,5706,51,13,No,59.94,40,Salary,124675.2,65.0,Sales,Female,Married,1.0,14.0,Mail Check,Yes
5706,5707,30,1,No,24.33,40,Salary,50606.4,29.0,Sales,Female,Single,3.0,14.9435790506562,Mail Check,Yes
5707,5708,52,8,No,62.17,40,Salary,129313.6,65.0,Healthcare,Male,Divorced,9.0,11.0,Mail Check,Yes
5708,5709,34,7,No,25.59,40,Salary,53227.2,80.0,Sales,Female,Single,4.0,7.0,Mail Check,Yes
5709,5710,37,1,Yes,47.11,40,Salary,97988.8,86.0,Information Technology,Female,Divorced,4.0,6.0,Mail Check,Yes
5710,5711,44,18,Yes,40.5,40,Salary,84240.0,97.0,Healthcare,Male,Divorced,6.0,7.0,Mail Check,Yes
5711,5712,41,4,No,70.07,40,Salary,145745.6,57.73669908466819,Human Resources,Female,Single,7.0,11.0,Mail Check,
5712,5713,46,13,No,85.37,40,Salary,177569.6,60.0,Laboratory,Female,Single,4.219985164776942,13.0,Mail Check,
5713,5714,56,6,No,92.4,40,Salary,332332.0,84.0,Research,Male,Married,7.0,18.0,Mail Check,Yes
5714,5715,59,7,Yes,40.13,40,Salary,83470.4,57.73669908466819,Laboratory,Female,Married,2.0,14.0,Mail Check,Yes
5715,5716,34,6,Yes,22.91,40,Salary,47652.8,44.0,Sales,Male,Divorced,3.0,19.0,Mail Check,
5716,5717,22,1,Yes,22.01,40,Salary,45780.8,67.0,Sales,Female,Single,1.0,6.0,Mail Check,Yes
5717,5718,32,4,No,23.7,40,Salary,49296.0,58.0,Laboratory,Male,Married,1.0,8.0,Mail Check,Yes
5718,5719,40,5,Yes,33.64,40,Salary,40851.2,79.0,Sales,Male,Single,4.219985164776942,14.9435790506562,Direct Deposit,Yes
5719,5720,37,4,Yes,64.82,40,Salary,134825.6,58.0,Sales,Male,Divorced,4.0,24.0,Mail Check,Yes
5720,5721,46,6,Yes,39.44,40,Salary,82035.2,62.0,Sales,Female,Single,5.0,22.0,Mail Check,Yes
5721,5722,50,20,No,44.49,40,Salary,92539.2,34.0,Research,Female,Single,5.0,15.0,Direct Deposit,
5722,5723,57,19,No,84.69,40,Salary,176155.2,57.73669908466819,Information Technology,Male,Divorced,5.0,15.0,Mail Check,Yes
5723,5724,58,8,No,76.28,40,Salary,158454.4,30.0,Marketing,Female,Divorced,4.219985164776942,14.9435790506562,Mail Check,Yes
5724,5725,44,20,Yes,84.82,40,Salary,176425.6,57.7366990846682,Human Resources,Female,Married,9.0,15.0,Mail Check,Yes
5725,5726,52,13,Yes,81.87,40,Salary,170289.6,94.0,Marketing,Female,Married,3.0,14.9435790506562,Direct Deposit,Yes
5726,5727,36,8,No,83.95,40,Salary,174616.0,85.0,Marketing,Female,Married,4.0,10.0,Mail Check,Yes
5727,5728,59,20,No,46.07,40,Salary,95825.6,44.0,Research,Female,Divorced,4.219985164776942,20.0,Mail Check,Yes
5728,5729,46,20,No,75.69,40,Salary,157435.2,35.0,Research,Male,Divorced,5.0,16.0,Mail Check,Yes
5729,5730,51,12,Yes,59.27,40,Salary,123281.6,20.0,Laboratory,Male,Married,2.0,21.0,Direct Deposit,Yes
5730,5731,45,6,Yes,34.81,40,Salary,72404.8,28.0,Human Resources,Male,Married,5.0,22.0,Direct Deposit,Yes
5731,5732,52,15,No,83.25,40,Salary,173160.0,59.0,Sales,Female,Married,4.0,11.0,Mail Check,Yes
5732,5733,46,7,Yes,83.33,40,Salary,173326.4,79.0,Sales,Female,Married,7.0,14.9435790506562,Mail Check,Yes
5733,5734,44,17,No,72.89,40,Salary,151611.2,98.0,Sales,Male,Divorced,1.0,19.0,Mail Check,Yes
5734,5735,43,2,Yes,56.61,40,Salary,117748.8,60.0,Healthcare,Male,Married,2.0,14.9435790506562,Mail Check,Yes
5735,5736,30,2,Yes,30.75,40,Salary,63960.0,57.73669908466819,Information Technology,Female,Divorced,1.0,14.9435790506562,Mail Check,Yes
5736,5737,45,8,No,55.71,40,Salary,115876.8,33.0,Research,Male,Divorced,7.0,25.0,Direct Deposit,Yes
5737,5738,45,15,Yes,97.82,40,Salary,203465.6,28.0,Information Technology,Female,Married,6.0,13.0,Direct Deposit,Yes
5738,5739,60,9,No,32.43,40,Salary,67454.4,28.0,Human Resources,Female,Married,5.0,13.0,Mail Check,Yes
5739,5740,57,17,Yes,80.15,40,Salary,166712.0,24.0,Human Resources,Male,Divorced,9.0,14.0,Mail Check,Yes
5740,5741,36,9,No,31.49,40,Salary,65499.2,67.0,Healthcare,Female,Married,4.0,16.0,Mail Check,Yes
5741,5742,46,13,Yes,83.3,40,Salary,173264.0,52.0,Research,Female,Divorced,4.0,25.0,Mail Check,Yes
5742,5743,37,3,Yes,80.87,40,Salary,168209.6,69.0,Human Resources,Female,Single,2.0,14.9435790506562,Mail Check,
5743,5744,24,1,No,21.03,40,Salary,43742.4,47.0,Research,Male,Married,1.0,9.0,Mail Check,
5744,5745,43,2,No,79.39,40,Salary,165131.2,84.0,Information Technology,Female,Married,6.0,14.9435790506562,Mail Check,Yes
5745,5746,44,15,No,73.74,40,Salary,153379.2,97.0,Healthcare,Male,Married,4.0,18.0,Mail Check,Yes
5746,5747,60,11,Yes,55.86,40,Salary,116288.8,57.7366990846682,Human Resources,Female,Divorced,6.0,14.9435790506562,Mail Check,Yes
5747,5748,49,17,No,57.28,40,Salary,133142.4,57.73669908466819,Sales,Female,Divorced,3.0,23.0,Mail Check,Yes
5748,5749,53,6,Yes,57.28,40,Salary,133142.4,23.0,Sales,Female,Divorced,4.219985164776942,24.0,Direct Deposit,Yes
5749,5750,31,1,No,24.58,40,Salary,51126.4,55.0,Laboratory,Female,Single,2.0,5.0,Mail Check,Yes
5750,5751,35,6,No,30.96,40,Salary,64396.8,62.0,Manufacturing,Male,Married,4.0,14.0,Mail Check,Yes
5751,5752,50,15,Yes,43.06,40,Salary,89564.8,57.73669908466819,Manufacturing,Male,Single,5.0,20.0,Mail Check,Yes
5752,5753,47,7,Yes,57.73,40,Salary,120078.4,33.0,Research,Male,Single,1.0,7.0,Direct Deposit,
5753,5754,45,12,No,80.01,40,Salary,166420.8,99.0,Sales,Male,Single,6.0,23.0,Mail Check,
5754,5755,34,6,No,29.8,40,Salary,63384.0,27.0,Research,Male,Divorced,3.0,25.0,Mail Check,Yes
5755,5756,52,18,No,31.39,40,Salary,65291.2,89.0,Research,Male,Married,5.0,14.9435790506562,Mail Check,Yes
5756,5757,30,3,No,24.07,40,Salary,50065.6,56.0,Laboratory,Female,Single,2.0,9.0,Mail Check,Yes
5757,5758,56,11,Yes,92.63,40,Salary,332670.4,82.0,Research,Female,Married,7.0,14.0,Mail Check,Yes
5758,5759,39,10,No,72.99,40,Salary,152833.2,33.0,Research,Female,Divorced,4.0,14.9435790506562,Mail Check,Yes
5759,5760,26,3,Yes,21.17,40,Salary,44033.6,74.0,Healthcare,Male,Divorced,2.0,14.9435790506562,Mail Check,
5760,5761,34,8,Yes,28.59,40,Salary,38667.2,95.0,Information Technology,Male,Single,1.0,14.9435790506562,Mail Check,Yes
5761,5762,27,6,No,21.85,40,Salary,45448.0,46.0,Information Technology,Female,Divorced,2.0,14.9435790506562,Mail Check,
5762,5763,27,3,No,21.31,40,Salary,44324.8,28.0,Research,Male,Married,2.0,25.0,Direct Deposit,
5763,5764,39,4,Yes,97.22,40,Salary,202217.6,57.73669908466819,Laboratory,Female,Married,5.0,11.0,Direct Deposit,Yes
5764,5765,37,5,Yes,26.92,40,Salary,55993.6,61.0,Sales,Male,Married,3.0,20.0,Mail Check,
5765,5766,54,5,No,95.53,40,Salary,338702.4,55.0,Laboratory,Male,Divorced,4.219985164776942,11.0,Direct Deposit,Yes
5766,5767,54,15,Yes,63.45,40,Salary,133376.0,83.0,Laboratory,Female,Divorced,1.0,20.0,Direct Deposit,Yes
5767,5768,42,4,No,61.98,40,Salary,128928.4,26.0,Sales,Male,Divorced,7.0,6.0,Mail Check,Yes
5768,5769,36,5,No,88.06,40,Salary,283164.8,20.0,Manufacturing,Female,Married,5.0,9.0,Mail Check,Yes
5769,5770,55,10,Yes,83.91,40,Salary,174532.8,63.0,Research,Female,Divorced,4.0,22.0,Mail Check,Yes
5770,5771,42,4,Yes,79.87,40,Salary,166129.6,57.73669908466819,Sales,Female,Married,2.0,19.0,Mail Check,Yes
5771,5772,59,13,No,52.13,40,Salary,108430.4,57.73669908466819,Research,Female,Divorced,6.0,23.0,Mail Check,Yes
5772,5773,55,19,No,77.84,40,Salary,163307.2,57.7366990846682,Laboratory,Female,Divorced,2.0,5.0,Mail Check,Yes
5773,5774,37,7,Yes,88.39,40,Salary,283851.2,57.73669908466819,Marketing,Female,Single,6.0,23.0,Mail Check,
5774,5775,30,2,Yes,24.66,40,Salary,51292.8,57.7366990846682,Information Technology,Female,Divorced,3.0,8.0,Direct Deposit,Yes
5775,5776,47,19,No,92.21,40,Salary,331796.8,60.0,Laboratory,Female,Divorced,4.219985164776942,15.0,Mail Check,Yes
5776,5777,41,5,No,44.32,40,Salary,92285.6,71.0,Research,Male,Married,2.0,25.0,Mail Check,Yes
5777,5778,37,8,No,66.35,40,Salary,138008.0,33.0,Information Technology,Female,Divorced,2.0,9.0,Mail Check,Yes
5778,5779,36,6,No,30.54,40,Salary,63523.2,57.7366990846682,Manufacturing,Female,Divorced,4.0,20.0,Mail Check,Yes
5779,5780,46,9,Yes,63.57,40,Salary,132225.6,70.0,Research,Female,Divorced,9.0,23.0,Direct Deposit,Yes
5780,5781,42,6,No,85.17,40,Salary,177153.6,57.73669908466819,Human Resources,Male,Divorced,4.219985164776942,16.0,Mail Check,Yes
5781,5782,30,5,Yes,25.4,40,Salary,52832.0,70.0,Research,Male,Married,1.0,22.0,Mail Check,Yes
5782,5783,37,1,Yes,26.0,40,Salary,54080.0,57.0,Marketing,Male,Married,2.0,14.9435790506562,Direct Deposit,Yes
5783,5784,46,10,No,96.53,40,Salary,200782.4,57.73669908466819,Human Resources,Female,Divorced,6.0,18.0,Mail Check,Yes
5784,5785,47,17,Yes,81.39,40,Salary,169291.2,37.0,Research,Female,Divorced,7.0,10.0,Mail Check,Yes
5785,5786,49,8,Yes,76.59,40,Salary,159307.2,57.7366990846682,Human Resources,Male,Single,7.0,14.0,Mail Check,
5786,5787,54,20,Yes,80.1,40,Salary,166608.0,22.0,Laboratory,Female,Divorced,6.0,23.0,Mail Check,Yes
5787,5788,36,9,No,29.26,40,Salary,60860.8,68.0,Information Technology,Male,Married,2.0,14.0,Direct Deposit,Yes
5788,5789,44,10,No,76.03,40,Salary,158142.4,57.73669908466819,Manufacturing,Female,Divorced,6.0,20.0,Mail Check,Yes
5789,5790,38,7,No,76.87,40,Salary,159889.6,27.0,Human Resources,Female,Single,1.0,12.0,Direct Deposit,
5790,5791,54,6,Yes,48.93,40,Salary,101774.4,90.0,Laboratory,Female,Married,5.0,13.0,Mail Check,Yes
5791,5792,54,15,Yes,33.53,40,Salary,40622.4,33.0,Manufacturing,Male,Divorced,7.0,22.0,Mail Check,
5792,5793,36,2,No,56.97,40,Salary,128497.6,57.73669908466819,Human Resources,Female,Single,2.0,18.0,Direct Deposit,
5793,5794,21,1,Yes,20.31,40,Salary,42244.8,33.0,Sales,Female,Single,1.0,15.0,Direct Deposit,Yes
5794,5795,36,4,No,26.6,40,Salary,55328.0,57.73669908466819,Marketing,Male,Married,1.0,8.0,Mail Check,
5795,5796,36,2,No,95.17,40,Salary,337953.6,77.0,Marketing,Male,Married,6.0,16.0,Direct Deposit,Yes
5796,5797,56,8,Yes,45.88,40,Salary,95430.4,73.0,Sales,Female,Married,7.0,6.0,Direct Deposit,Yes
5797,5798,54,9,No,34.03,40,Salary,70782.4,69.0,Sales,Male,Single,4.0,11.0,Mail Check,Yes
5798,5799,42,9,Yes,59.41,40,Salary,123572.8,24.0,Human Resources,Male,Married,3.0,20.0,Direct Deposit,Yes
5799,5800,61,9,Yes,67.16,40,Salary,139692.8,71.0,Research,Female,Single,5.0,18.0,Mail Check,
5800,5801,52,19,Yes,64.74,40,Salary,134659.2,29.0,Research,Female,Divorced,3.0,5.0,Mail Check,Yes
5801,5802,60,9,No,34.91,40,Salary,72612.8,57.73669908466819,Research,Female,Single,9.0,14.0,Mail Check,Yes
5802,5803,26,3,No,20.64,40,Salary,42931.2,90.0,Research,Female,Divorced,2.0,14.0,Direct Deposit,
5803,5804,60,19,No,34.48,40,Salary,71728.4,33.0,Information Technology,Male,Single,5.0,19.0,Mail Check,Yes
5804,5805,38,9,Yes,30.02,40,Salary,122304.35966790037,57.7366990846682,Marketing,Female,Married,6.0,17.0,Mail Check,Yes
5805,5806,26,3,Yes,22.35,40,Salary,46488.0,99.0,Manufacturing,Female,Married,3.0,14.0,Mail Check,Yes
5806,5807,51,5,No,87.72,40,Salary,282457.6,57.73669908466819,Information Technology,Female,Divorced,1.0,7.0,Mail Check,Yes
5807,5808,56,16,No,66.16,40,Salary,137612.8,26.0,Marketing,Female,Single,1.0,22.0,Mail Check,
5808,5809,50,6,No,90.07,40,Salary,287345.6,71.0,Sales,Male,Single,4.0,23.0,Direct Deposit,
5809,5810,25,3,Yes,20.74,40,Salary,43139.2,46.0,Manufacturing,Female,Married,2.0,17.0,Mail Check,Yes
5810,5811,24,1,Yes,20.06,40,Salary,41724.8,57.7366990846682,Research,Female,Single,1.0,20.0,Mail Check,Yes
5811,5812,27,1,Yes,22.03,40,Salary,122304.35966790037,57.73669908466819,Research,Male,Divorced,3.0,9.0,Mail Check,Yes
5812,5813,57,17,Yes,48.94,40,Salary,101795.2,86.0,Marketing,Male,Divorced,7.0,20.0,Mail Check,Yes
5813,5814,25,3,No,22.47,40,Salary,46737.6,35.0,Research,Male,Single,2.0,23.0,Direct Deposit,Yes
5814,5815,60,15,Yes,95.55,40,Salary,338744.0,66.0,Human Resources,Female,Divorced,4.219985164776942,10.0,Mail Check,Yes
5815,5816,41,7,No,38.81,40,Salary,80724.8,57.7366990846682,Human Resources,Female,Divorced,2.0,5.0,Mail Check,Yes
5816,5817,58,18,No,42.73,40,Salary,88878.4,64.0,Manufacturing,Male,Single,2.0,14.9435790506562,Mail Check,Yes
5817,5818,48,5,No,88.51,40,Salary,284100.8,57.7366990846682,Manufacturing,Prefer Not to Answer,Single,2.0,7.0,Direct Deposit,
5818,5819,31,4,Yes,23.61,40,Salary,49108.8,57.73669908466819,Sales,Male,Married,2.0,18.0,Mail Check,Yes
5819,5820,30,5,Yes,29.04,40,Salary,60403.2,57.7366990846682,Sales,Female,Single,2.0,17.0,Direct Deposit,Yes
5820,5821,29,3,No,23.85,40,Salary,49608.0,57.7366990846682,Healthcare,Male,Divorced,1.0,17.0,Mail Check,
5821,5822,61,20,Yes,67.04,40,Salary,139443.2,76.0,Sales,Female,Divorced,2.0,19.0,Mail Check,Yes
5822,5823,51,20,No,41.13,40,Salary,85550.4,45.0,Information Technology,Female,Divorced,1.0,25.0,Mail Check,Yes
5823,5824,54,6,No,95.48,40,Salary,338598.4,39.0,Sales,Female,Divorced,5.0,17.0,Mail Check,Yes
5824,5825,53,17,No,56.59,40,Salary,117707.2,67.0,Sales,Female,Divorced,6.0,5.0,Direct Deposit,Yes
5825,5826,42,10,Yes,31.26,40,Salary,65020.8,93.0,Manufacturing,Female,Married,7.0,20.0,Direct Deposit,Yes
5826,5827,42,7,Yes,59.86,40,Salary,124508.8,57.73669908466819,Healthcare,Male,Married,8.0,14.9435790506562,Mail Check,Yes
5827,5828,50,17,Yes,49.28,40,Salary,102294.4,85.0,Research,Male,Single,5.0,24.0,Direct Deposit,
5828,5829,30,2,No,29.15,40,Salary,58502.4,76.0,Research,Female,Single,3.0,23.0,Direct Deposit,Yes
5829,5830,50,5,No,85.86,40,Salary,178588.8,27.0,Human Resources,Male,Married,4.0,5.0,Mail Check,Yes
5830,5831,58,15,Yes,61.22,40,Salary,127337.6,57.73669908466819,Manufacturing,Female,Single,7.0,14.9435790506562,Mail Check,
5831,5832,51,19,No,37.4,40,Salary,77792.0,57.7366990846682,Marketing,Female,Divorced,7.0,5.0,Direct Deposit,Yes
5832,5833,46,18,No,68.21,40,Salary,142876.8,59.0,Research,Prefer Not to Answer,Divorced,6.0,11.0,Mail Check,Yes
5833,5834,40,9,Yes,78.38,40,Salary,163030.4,93.0,Information Technology,Prefer Not to Answer,Divorced,2.0,22.0,Mail Check,Yes
5834,5835,57,14,Yes,32.36,40,Salary,67308.8,45.0,Manufacturing,Male,Single,5.0,14.0,Mail Check,Yes
5835,5836,54,12,Yes,83.77,40,Salary,174241.6,34.0,Research,Female,Divorced,5.0,24.0,Mail Check,Yes
5836,5837,55,7,Yes,31.6,40,Salary,65728.0,50.0,Sales,Male,Married,9.0,14.9435790506562,Mail Check,Yes
5837,5838,33,4,Yes,29.31,40,Salary,62142.4,43.0,Research,Female,Married,4.0,13.0,Mail Check,Yes
